Market,Order Quantity,Order Price,Filled Price,Trigger Price,Filled Quantity,feeInfo,Direction,Order Type,Order Status,Order ID,Order Time(UTC+0),Time In Force,Create Time,Max Slippage,Max Slippage Type,Limit Tpsl Strategy,Bbo Side Type,Bbo Level
BTCUSDT,0.001,74100.8,73367.2,,0.001,"{""USDT"":""0.04035196""}",Long,Market,Filled, 39da34ed,05:40 2026-06-01,IOC,05:40 2026-06-01,,,Price,,
ETHUSDT,0.01,2034.23,1994.35,,0.01,"{""USDT"":""0.01096893""}",Long,Market,Filled, 6d85dcc5,05:40 2026-06-01,IOC,05:40 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,80.11,0.0,,Long,Market,Deactivated, 6d4ec545,05:26 2026-06-01,IOC,05:26 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,82.48,0.0,,Long,Market,Deactivated, d8c8d033,05:26 2026-06-01,IOC,05:26 2026-06-01,,,Price,,
SOLUSDT,0.1,77.74,81.82,,0.1,"{""USDT"":""0.0045001""}",Short,Market,Filled, 310ce048,05:26 2026-06-01,IOC,05:26 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,73921.4,0.0,,Long,Market,Deactivated, 1a9de764,05:25 2026-06-01,IOC,05:25 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,71794.7,0.0,,Long,Market,Deactivated, a72b2e81,05:25 2026-06-01,IOC,05:25 2026-06-01,,,Price,,
BTCUSDT,0.001,72600,73341.1,,0.001,"{""USDT"":""0.04033761""}",Short,Market,Filled, 6f74a24c,05:25 2026-06-01,IOC,05:25 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2010.95,0.0,,Long,Market,Deactivated, 0931996c,05:25 2026-06-01,IOC,05:25 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1953.1,0.0,,Long,Market,Deactivated, 3a4eea77,05:25 2026-06-01,IOC,05:25 2026-06-01,,,Price,,
ETHUSDT,0.01,1955.4,1994.99,,0.01,"{""USDT"":""0.01097245""}",Short,Market,Filled, 4b4393e4,05:25 2026-06-01,IOC,05:25 2026-06-01,,,Price,,
BTCUSDT,0.001,72613.9,73346.8,,0.001,"{""USDT"":""0.04034074""}",Short,Market,Filled, 16ae3623,05:25 2026-06-01,IOC,05:25 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,72908.0,0.0,,Short,Market,Deactivated, ee7e8abf,05:22 2026-06-01,IOC,05:22 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,75039.4,0.0,,Short,Market,Deactivated, 18bca11a,05:22 2026-06-01,IOC,05:22 2026-06-01,,,Price,,
BTCUSDT,0.001,74230.8,73496,,0.001,"{""USDT"":""0.0404228""}",Long,Market,Filled, 68e6fbde,05:22 2026-06-01,IOC,05:22 2026-06-01,,,Price,,
BTCUSDT,0.001,74199,73464.4,,0.001,"{""USDT"":""0.04040542""}",Long,Market,Filled, 1999d41c,05:21 2026-06-01,IOC,05:21 2026-06-01,,,Price,,
ETHUSDT,0.01,2037.86,1997.91,,0.01,"{""USDT"":""0.01098851""}",Long,Market,Filled, 81a44c59,05:20 2026-06-01,IOC,05:20 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,71878.3,0.0,,Long,Market,Deactivated, ee6a5649,05:17 2026-06-01,IOC,05:17 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,74007.5,0.0,,Long,Market,Deactivated, c03ef19b,05:17 2026-06-01,IOC,05:17 2026-06-01,,,Price,,
BTCUSDT,0.001,72686.1,73420,,0.001,"{""USDT"":""0.040381""}",Short,Market,Filled, 9f7a7cab,05:17 2026-06-01,IOC,05:17 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1955.35,0.0,,Long,Market,Deactivated, e6b23ff2,05:16 2026-06-01,IOC,05:16 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2013.27,0.0,,Long,Market,Deactivated, d40cec74,05:16 2026-06-01,IOC,05:16 2026-06-01,,,Price,,
ETHUSDT,0.01,1957.52,1997.48,,0.01,"{""USDT"":""0.01098614""}",Short,Market,Filled, 7748ebeb,05:16 2026-06-01,IOC,05:16 2026-06-01,,,Price,,
BTCUSDT,0.001,74183.9,73448.9,,0.001,"{""USDT"":""0.0403969""}",Long,Market,Filled, af876329,05:04 2026-06-01,IOC,05:04 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,71981.4,0.0,,Long,Market,Deactivated, f141323c,04:59 2026-06-01,IOC,04:59 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,74113.7,0.0,,Long,Market,Deactivated, 43200762,04:59 2026-06-01,IOC,04:59 2026-06-01,,,Price,,
BTCUSDT,0.001,72789.1,73525.4,,0.001,"{""USDT"":""0.04043897""}",Short,Market,Filled, af455d9e,04:59 2026-06-01,IOC,04:59 2026-06-01,,,Price,,
ETHUSDT,0.01,2040,1999.94,,0.01,"{""USDT"":""0.01099967""}",Long,Market,Filled, a9a0b24b,04:58 2026-06-01,IOC,04:58 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2015.09,0.0,,Long,Market,Deactivated, 20ceba6a,04:55 2026-06-01,IOC,04:55 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1957.11,0.0,,Long,Market,Deactivated, bb4e7322,04:55 2026-06-01,IOC,04:55 2026-06-01,,,Price,,
ETHUSDT,0.01,1959.15,1999.08,,0.01,"{""USDT"":""0.01099494""}",Short,Market,Filled, 2e24559e,04:55 2026-06-01,IOC,04:55 2026-06-01,,,Price,,
BTCUSDT,0.001,74144.7,73410.5,,0.001,"{""USDT"":""0.04037578""}",Long,Market,Filled, 580793e9,04:50 2026-06-01,IOC,04:50 2026-06-01,,,Price,,
ETHUSDT,0.01,2038.25,1998.3,,0.01,"{""USDT"":""0.01099065""}",Long,Market,Filled, a8c14612,04:46 2026-06-01,IOC,04:46 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,73996.2,0.0,,Long,Market,Deactivated, f32aef4f,04:46 2026-06-01,IOC,04:46 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,71867.4,0.0,,Long,Market,Deactivated, 2760ba31,04:46 2026-06-01,IOC,04:46 2026-06-01,,,Price,,
BTCUSDT,0.001,72670.2,73408.9,,0.001,"{""USDT"":""0.0403749""}",Short,Market,Filled, 1a82138b,04:46 2026-06-01,IOC,04:46 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2013.78,0.0,,Long,Market,Deactivated, 04694b04,04:43 2026-06-01,IOC,04:43 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1955.84,0.0,,Long,Market,Deactivated, 188af524,04:43 2026-06-01,IOC,04:43 2026-06-01,,,Price,,
ETHUSDT,0.01,1957.72,1997.64,,0.01,"{""USDT"":""0.01098702""}",Short,Market,Filled, 68de29b2,04:43 2026-06-01,IOC,04:43 2026-06-01,,,Price,,
BTCUSDT,0.001,74187.6,73458.2,,0.001,"{""USDT"":""0.04040201""}",Long,Market,Filled, c61ba3db,04:42 2026-06-01,IOC,04:42 2026-06-01,,,Price,,
ETHUSDT,0.01,2039.3,1999.32,,0.01,"{""USDT"":""0.01099626""}",Long,Market,Filled, a9be512e,04:42 2026-06-01,IOC,04:42 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,73982.4,0.0,,Long,Market,Deactivated, 7ec513f5,04:39 2026-06-01,IOC,04:39 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,71854.0,0.0,,Long,Market,Deactivated, 88095060,04:39 2026-06-01,IOC,04:39 2026-06-01,,,Price,,
BTCUSDT,0.001,72661.2,73394.3,,0.001,"{""USDT"":""0.04036687""}",Short,Market,Filled, 208385ba,04:39 2026-06-01,IOC,04:39 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1955.19,0.0,,Long,Market,Deactivated, f81a4d53,04:39 2026-06-01,IOC,04:39 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2013.1,0.0,,Long,Market,Deactivated, 7d34e2f5,04:39 2026-06-01,IOC,04:39 2026-06-01,,,Price,,
ETHUSDT,0.01,1957.23,1997.12,,0.01,"{""USDT"":""0.01098416""}",Short,Market,Filled, 81a2aaae,04:39 2026-06-01,IOC,04:39 2026-06-01,,,Price,,
BTCUSDT,0.001,74147.8,73413.7,,0.001,"{""USDT"":""0.04037754""}",Long,Market,Filled, be5d1c76,04:35 2026-06-01,IOC,04:35 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,72230.1,0.0,,Long,Market,Deactivated, 1b79f92d,03:53 2026-06-01,IOC,03:53 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,74369.7,0.0,,Long,Market,Deactivated, 88f9b863,03:53 2026-06-01,IOC,03:53 2026-06-01,,,Price,,
BTCUSDT,0.001,73047.5,73780,,0.001,"{""USDT"":""0.040579""}",Short,Market,Filled, b4c51363,03:53 2026-06-01,IOC,03:53 2026-06-01,,,Price,,
BTCUSDT,0.001,74606,73867.3,,0.001,"{""USDT"":""0.04062702""}",Long,Market,Filled, ae15a20f,03:50 2026-06-01,IOC,03:50 2026-06-01,,,Price,,
SOLUSDT,0.1,86.88,82.75,,0.1,"{""USDT"":""0.00455125""}",Long,Market,Filled, bf4037d8,03:50 2026-06-01,IOC,03:50 2026-06-01,,,Price,,
ETHUSDT,0.01,2053.29,2013.04,,0.01,"{""USDT"":""0.01107172""}",Long,Market,Filled, 8cc2eea9,03:50 2026-06-01,IOC,03:50 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,72264.1,0.0,,Long,Market,Deactivated, 56376d8e,03:40 2026-06-01,IOC,03:40 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,74404.7,0.0,,Long,Market,Deactivated, 05054733,03:40 2026-06-01,IOC,03:40 2026-06-01,,,Price,,
BTCUSDT,0.001,73076.1,73812,,0.001,"{""USDT"":""0.0405966""}",Short,Market,Filled, e9c01a38,03:40 2026-06-01,IOC,03:40 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,80.97,0.0,,Long,Market,Deactivated, 7cdebccb,03:39 2026-06-01,IOC,03:39 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,83.37,0.0,,Long,Market,Deactivated, dee7067a,03:39 2026-06-01,IOC,03:39 2026-06-01,,,Price,,
SOLUSDT,0.1,78.58,82.7,,0.1,"{""USDT"":""0.0045485""}",Short,Market,Filled, 733d25fc,03:39 2026-06-01,IOC,03:39 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2028.21,0.0,,Long,Market,Deactivated, 6550749c,03:39 2026-06-01,IOC,03:39 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1969.86,0.0,,Long,Market,Deactivated, af31ce54,03:39 2026-06-01,IOC,03:39 2026-06-01,,,Price,,
ETHUSDT,0.01,1971.84,2012.11,,0.01,"{""USDT"":""0.01106661""}",Short,Market,Filled, bef0e8b9,03:39 2026-06-01,IOC,03:39 2026-06-01,,,Price,,
BTCUSDT,0.001,73167.5,73903.7,,0.001,"{""USDT"":""0.04064704""}",Short,Market,Filled, e9941acc,03:35 2026-06-01,IOC,03:35 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,73351.1,0.0,,Short,Market,Deactivated, fe0e0c8b,03:31 2026-06-01,IOC,03:31 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,75495.4,0.0,,Short,Market,Deactivated, 6d846baa,03:31 2026-06-01,IOC,03:31 2026-06-01,,,Price,,
BTCUSDT,0.001,74685.3,73936.8,,0.001,"{""USDT"":""0.04066524""}",Long,Market,Filled, 15aa0008,03:31 2026-06-01,IOC,03:31 2026-06-01,,,Price,,
ETHUSDT,0.01,2056.1,2016,,0.01,"{""USDT"":""0.011088""}",Long,Market,Filled, 6fc10761,03:23 2026-06-01,IOC,03:23 2026-06-01,,,Price,,
SOLUSDT,0.1,87.03,82.9,,0.1,"{""USDT"":""0.0045595""}",Long,Market,Filled, f5b34938,03:23 2026-06-01,IOC,03:23 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1968.92,0.0,,Long,Market,Deactivated, 3e18f421,03:18 2026-06-01,IOC,03:18 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2027.24,0.0,,Long,Market,Deactivated, 86f8c472,03:18 2026-06-01,IOC,03:18 2026-06-01,,,Price,,
ETHUSDT,0.01,1971.18,2011.15,,0.01,"{""USDT"":""0.01106133""}",Short,Market,Filled, 872e2fb9,03:18 2026-06-01,IOC,03:18 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,83.27,0.0,,Long,Market,Deactivated, f020b97b,03:18 2026-06-01,IOC,03:18 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,80.87,0.0,,Long,Market,Deactivated, cb39abb7,03:18 2026-06-01,IOC,03:18 2026-06-01,,,Price,,
SOLUSDT,0.1,78.46,82.6,,0.1,"{""USDT"":""0.004543""}",Short,Market,Filled, a0fc0e1a,03:18 2026-06-01,IOC,03:18 2026-06-01,,,Price,,
BTCUSDT,0.001,73113.4,73852.7,,0.001,"{""USDT"":""0.04061899""}",Short,Market,Filled, 7a86873d,03:15 2026-06-01,IOC,03:15 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,75509.7,0.0,,Short,Market,Deactivated, 81b3ba4f,03:04 2026-06-01,IOC,03:04 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,73365.0,0.0,,Short,Market,Deactivated, 92f5e379,03:04 2026-06-01,IOC,03:04 2026-06-01,,,Price,,
BTCUSDT,0.001,74696.2,73956.7,,0.001,"{""USDT"":""0.04067619""}",Long,Market,Filled, 65d47088,03:04 2026-06-01,IOC,03:04 2026-06-01,,,Price,,
BTCUSDT,0.001,73008.6,73738.5,,0.001,"{""USDT"":""0.04055618""}",Short,Market,Filled, fa112bd6,02:55 2026-06-01,IOC,02:55 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,75088.8,0.0,,Short,Market,Deactivated, 3d7a900c,02:39 2026-06-01,IOC,02:39 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,72956.0,0.0,,Short,Market,Deactivated, 8cf2a13e,02:39 2026-06-01,IOC,02:39 2026-06-01,,,Price,,
BTCUSDT,0.001,74273.2,73542.4,,0.001,"{""USDT"":""0.04044832""}",Long,Market,Filled, cfc07dd5,02:39 2026-06-01,IOC,02:39 2026-06-01,,,Price,,
ETHUSDT,0.01,2043.62,2003.55,,0.01,"{""USDT"":""0.01101953""}",Long,Market,Filled, 5d3cc28e,02:12 2026-06-01,IOC,02:12 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2017.46,0.0,,Long,Market,Deactivated, 363fe5a4,02:09 2026-06-01,IOC,02:09 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1959.41,0.0,,Long,Market,Deactivated, f749a46d,02:09 2026-06-01,IOC,02:09 2026-06-01,,,Price,,
ETHUSDT,0.01,1961.57,2001.44,,0.01,"{""USDT"":""0.01100792""}",Short,Market,Filled, da224001,02:09 2026-06-01,IOC,02:09 2026-06-01,,,Price,,
SOLUSDT,0.1,86.11,82.03,,0.1,"{""USDT"":""0.00451165""}",Long,Market,Filled, 3c288c90,02:07 2026-06-01,IOC,02:07 2026-06-01,,,Price,,
ETHUSDT,0.01,2036.91,1997.41,,0.01,"{""USDT"":""0.01098576""}",Long,Market,Filled, ae1d7ae3,02:05 2026-06-01,IOC,02:05 2026-06-01,,,Price,,
BTCUSDT,0.001,74070.5,73337.3,,0.001,"{""USDT"":""0.04033552""}",Long,Market,Filled, 79c884ad,02:05 2026-06-01,IOC,02:05 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2017.81,0.0,,Long,Market,Deactivated, 7531da46,01:42 2026-06-01,IOC,01:42 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1959.76,0.0,,Long,Market,Deactivated, ef7e7f91,01:42 2026-06-01,IOC,01:42 2026-06-01,,,Price,,
ETHUSDT,0.01,1962.03,2001.79,,0.01,"{""USDT"":""0.01100985""}",Short,Market,Filled, 3a882e3b,01:42 2026-06-01,IOC,01:42 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,80.41,0.0,,Long,Market,Deactivated, 7728d66e,01:42 2026-06-01,IOC,01:42 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,82.79,0.0,,Long,Market,Deactivated, d4d24983,01:42 2026-06-01,IOC,01:42 2026-06-01,,,Price,,
SOLUSDT,0.1,78.03,82.13,,0.1,"{""USDT"":""0.00451715""}",Short,Market,Filled, 5aca8cbe,01:42 2026-06-01,IOC,01:42 2026-06-01,,,Price,,
ETHUSDT,0.01,2044.61,2004.27,,0.01,"{""USDT"":""0.01102349""}",Long,Market,Filled, dd06bd6d,01:41 2026-06-01,IOC,01:41 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,74144.4,0.0,,Long,Market,Deactivated, 1f7b7ba1,01:39 2026-06-01,IOC,01:39 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,72011.3,0.0,,Long,Market,Deactivated, 16db8efe,01:39 2026-06-01,IOC,01:39 2026-06-01,,,Price,,
BTCUSDT,0.001,72823.3,73557.4,,0.001,"{""USDT"":""0.04045657""}",Short,Market,Filled, 0877ade1,01:39 2026-06-01,IOC,01:39 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2019.43,0.0,,Long,Market,Deactivated, edffe585,01:38 2026-06-01,IOC,01:38 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1961.33,0.0,,Long,Market,Deactivated, 8e0e257b,01:38 2026-06-01,IOC,01:38 2026-06-01,,,Price,,
ETHUSDT,0.01,1963.3,2003.4,,0.01,"{""USDT"":""0.0110187""}",Short,Market,Filled, 29ac1c49,01:38 2026-06-01,IOC,01:38 2026-06-01,,,Price,,
SOLUSDT,0.1,86.44,82.33,,0.1,"{""USDT"":""0.00452815""}",Long,Market,Filled, abc25eaa,01:35 2026-06-01,IOC,01:35 2026-06-01,,,Price,,
ETHUSDT,0.01,2044.91,2004.63,,0.01,"{""USDT"":""0.01102547""}",Long,Market,Filled, e416e46a,01:35 2026-06-01,IOC,01:35 2026-06-01,,,Price,,
BTCUSDT,0.001,74304.8,73569,,0.001,"{""USDT"":""0.04046295""}",Long,Market,Filled, b125bc65,01:34 2026-06-01,IOC,01:34 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,72007.6,0.0,,Long,Market,Deactivated, c282fd86,01:31 2026-06-01,IOC,01:31 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,74140.6,0.0,,Long,Market,Deactivated, e9de431e,01:31 2026-06-01,IOC,01:31 2026-06-01,,,Price,,
BTCUSDT,0.001,72818.6,73555.6,,0.001,"{""USDT"":""0.04045558""}",Short,Market,Filled, 55c70f6f,01:31 2026-06-01,IOC,01:31 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,80.46,0.0,,Long,Market,Deactivated, 95690718,01:31 2026-06-01,IOC,01:31 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,82.84,0.0,,Long,Market,Deactivated, 2856d448,01:31 2026-06-01,IOC,01:31 2026-06-01,,,Price,,
SOLUSDT,0.1,78.08,82.18,,0.1,"{""USDT"":""0.0045199""}",Short,Market,Filled, 735fb2fa,01:31 2026-06-01,IOC,01:31 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1960.73,0.0,,Long,Market,Deactivated, a5c493cc,01:30 2026-06-01,IOC,01:30 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2018.81,0.0,,Long,Market,Deactivated, c4430834,01:30 2026-06-01,IOC,01:30 2026-06-01,,,Price,,
ETHUSDT,0.01,1962.64,2002.78,,0.01,"{""USDT"":""0.01101529""}",Short,Market,Filled, c8ad7e1f,01:30 2026-06-01,IOC,01:30 2026-06-01,,,Price,,
ETHUSDT,0.01,2044.68,2004.59,,0.01,"{""USDT"":""0.01102525""}",Long,Market,Filled, e39e1eca,01:29 2026-06-01,IOC,01:29 2026-06-01,,,Price,,
SOLUSDT,0.1,86.43,82.32,,0.1,"{""USDT"":""0.0045276""}",Long,Market,Filled, e0887539,01:26 2026-06-01,IOC,01:26 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1959.55,0.0,,Long,Market,Deactivated, df4c1c81,01:25 2026-06-01,IOC,01:25 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2017.6,0.0,,Long,Market,Deactivated, d6ef18ba,01:25 2026-06-01,IOC,01:25 2026-06-01,,,Price,,
ETHUSDT,0.01,1961.89,2001.58,,0.01,"{""USDT"":""0.01100869""}",Short,Market,Filled, 490d8577,01:25 2026-06-01,IOC,01:25 2026-06-01,,,Price,,
ETHUSDT,0.01,2046.22,2006.26,,0.01,"{""USDT"":""0.01103443""}",Long,Market,Filled, c53150fa,01:20 2026-06-01,IOC,01:20 2026-06-01,,,Price,,
BTCUSDT,0.001,74326.6,73590.7,,0.001,"{""USDT"":""0.04047489""}",Long,Market,Filled, 077ce96e,01:20 2026-06-01,IOC,01:20 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,83.03,0.0,,Long,Market,Deactivated, ed2a3f4d,01:09 2026-06-01,IOC,01:09 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,80.65,0.0,,Long,Market,Deactivated, 540809c5,01:09 2026-06-01,IOC,01:09 2026-06-01,,,Price,,
SOLUSDT,0.1,78.26,82.37,,0.1,"{""USDT"":""0.00453035""}",Short,Market,Filled, c5e928b7,01:09 2026-06-01,IOC,01:09 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2028.75,0.0,,Long,Market,Deactivated, 696b5227,01:04 2026-06-01,IOC,01:04 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1970.38,0.0,,Long,Market,Deactivated, 4f7768aa,01:04 2026-06-01,IOC,01:04 2026-06-01,,,Price,,
ETHUSDT,0.01,1972.35,2012.59,,0.01,"{""USDT"":""0.01106925""}",Short,Market,Filled, 2d99b365,01:04 2026-06-01,IOC,01:04 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,72181.7,0.0,,Long,Market,Deactivated, 753cb2ce,01:03 2026-06-01,IOC,01:03 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,74319.9,0.0,,Long,Market,Deactivated, cc172e50,01:03 2026-06-01,IOC,01:03 2026-06-01,,,Price,,
BTCUSDT,0.001,72986.3,73726.3,,0.001,"{""USDT"":""0.04054947""}",Short,Market,Filled, 3ad60875,01:03 2026-06-01,IOC,01:03 2026-06-01,,,Price,,
BTCUSDT,0.001,73130.1,73870.1,,0.001,"{""USDT"":""0.04062856""}",Short,Market,Filled, af339788,00:40 2026-06-01,IOC,00:40 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,75390.8,0.0,,Short,Market,Deactivated, 769da76a,00:27 2026-06-01,IOC,00:27 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,73249.4,0.0,,Short,Market,Deactivated, e27cb5db,00:27 2026-06-01,IOC,00:27 2026-06-01,,,Price,,
BTCUSDT,0.001,74578.6,73840.2,,0.001,"{""USDT"":""0.04061211""}",Long,Market,Filled, fe247b2b,00:27 2026-06-01,IOC,00:27 2026-06-01,,,Price,,
SOLUSDT,0.1,78.51,82.64,,0.1,"{""USDT"":""0.0045452""}",Short,Market,Filled, 9cec25f3,00:17 2026-06-01,IOC,00:17 2026-06-01,,,Price,,
BTCUSDT,0.001,73029.6,73754.7,,0.001,"{""USDT"":""0.04056509""}",Short,Market,Filled, 77548d1d,00:17 2026-06-01,IOC,00:17 2026-06-01,,,Price,,
ETHUSDT,0.01,1970.37,2010.43,,0.01,"{""USDT"":""0.01105737""}",Short,Market,Filled, 71b88bd7,00:17 2026-06-01,IOC,00:17 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,73242.7,0.0,,Short,Market,Deactivated, fbab3af7,00:04 2026-06-01,IOC,00:04 2026-06-01,,,Price,,
BTCUSDT,0.001,0,0,75383.9,0.0,,Short,Market,Deactivated, 996c72ad,00:04 2026-06-01,IOC,00:04 2026-06-01,,,Price,,
BTCUSDT,0.001,74575.4,73835.8,,0.001,"{""USDT"":""0.04060969""}",Long,Market,Filled, 4eb28e21,00:04 2026-06-01,IOC,00:04 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,84.25,0.0,,Short,Market,Deactivated, 6a01a5b2,00:02 2026-06-01,IOC,00:02 2026-06-01,,,Price,,
SOLUSDT,0.1,0,0,81.85,0.0,,Short,Market,Deactivated, e3365cdc,00:02 2026-06-01,IOC,00:02 2026-06-01,,,Price,,
SOLUSDT,0.1,86.64,82.52,,0.1,"{""USDT"":""0.0045386""}",Long,Market,Filled, 8b528ff0,00:02 2026-06-01,IOC,00:02 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,1992.58,0.0,,Short,Market,Deactivated, 3cb3710e,00:02 2026-06-01,IOC,00:02 2026-06-01,,,Price,,
ETHUSDT,0.01,0,0,2050.83,0.0,,Short,Market,Deactivated, 48caa8b6,00:02 2026-06-01,IOC,00:02 2026-06-01,,,Price,,
ETHUSDT,0.01,2048.82,2008.65,,0.01,"{""USDT"":""0.01104758""}",Long,Market,Filled, 6a210894,00:02 2026-06-01,IOC,00:02 2026-06-01,,,Price,,
BTCUSDT,0.001,74391.5,73655,,0.001,"{""USDT"":""0.04051025""}",Long,Market,Filled, ead2475b,23:50 2026-05-31,IOC,23:50 2026-05-31,,,Price,,
ETHUSDT,0.01,2044.83,2004.75,,0.01,"{""USDT"":""0.01102613""}",Long,Market,Filled, a6aba66c,23:48 2026-05-31,IOC,23:48 2026-05-31,,,Price,,
SOLUSDT,0.1,86.29,82.19,,0.1,"{""USDT"":""0.00452045""}",Long,Market,Filled, b435142b,23:48 2026-05-31,IOC,23:48 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2024.92,0.0,,Long,Market,Deactivated, 002e43e2,23:22 2026-05-31,IOC,23:22 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1966.66,0.0,,Long,Market,Deactivated, 51221124,23:22 2026-05-31,IOC,23:22 2026-05-31,,,Price,,
ETHUSDT,0.01,1968.64,2008.84,,0.01,"{""USDT"":""0.01104862""}",Short,Market,Filled, a42ed012,23:22 2026-05-31,IOC,23:22 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72232.8,0.0,,Long,Market,Deactivated, e5cfa1b1,23:22 2026-05-31,IOC,23:22 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74372.5,0.0,,Long,Market,Deactivated, f03488d1,23:22 2026-05-31,IOC,23:22 2026-05-31,,,Price,,
BTCUSDT,0.001,73042.4,73782.2,,0.001,"{""USDT"":""0.04058021""}",Short,Market,Filled, 8aa76572,23:22 2026-05-31,IOC,23:22 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,80.62,0.0,,Long,Market,Deactivated, 65eefae6,23:22 2026-05-31,IOC,23:22 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,83.0,0.0,,Long,Market,Deactivated, c596e81f,23:22 2026-05-31,IOC,23:22 2026-05-31,,,Price,,
SOLUSDT,0.1,78.23,82.34,,0.1,"{""USDT"":""0.0045287""}",Short,Market,Filled, c6a2e22d,23:22 2026-05-31,IOC,23:22 2026-05-31,,,Price,,
ETHUSDT,0.01,1974.23,2014.55,,0.01,"{""USDT"":""0.01108003""}",Short,Market,Filled, 59b7ea11,23:16 2026-05-31,IOC,23:16 2026-05-31,,,Price,,
SOLUSDT,0.1,78.42,82.55,,0.1,"{""USDT"":""0.00454025""}",Short,Market,Filled, 45c5c0b1,23:15 2026-05-31,IOC,23:15 2026-05-31,,,Price,,
